,Name,Address,Additional Notes,Source FINAL,Status FINAL,Status FPC,Status Plentiful,Last Updated FINAL,Last Updated FPC,Last Updated Plentiful,Hours FINAL,Hours FPC,Hours Plentiful,Website,ID Required,Zipcode,lat,lng,City,State,id
54,"Catholic Charities Community Services, Bronx - Food Pantry",402 E 152nd St,"- Text name to (347) 536-5193 to make an appointment
- ID and proof of address required",Plentiful,open,open,open,7/13/2023 1:00 AM,3/1/2023,7/13/2023 1:00 AM,"2023-07-14 10:00AM-12:00PM
2023-07-19 04:00PM-06:00PM
2023-07-20 10:00AM-12:00PM
2023-07-21 10:00AM-12:00PM
2023-07-26 04:00PM-06:00PM
2023-07-27 10:00AM-12:00PM
2023-07-28 10:00AM-12:00PM
2023-08-02 04:00PM-06:00PM
2023-08-03 10:00AM-12:00PM
2023-08-04 10:00AM-12:00PM
2023-08-09 04:00PM-06:00PM
2023-08-10 10:00AM-12:00PM
2023-08-11 10:00AM-12:00PM
2023-08-16 04:00PM-06:00PM
2023-08-17 10:00AM-12:00PM
2023-08-18 10:00AM-12:00PM
2023-08-23 04:00PM-06:00PM
2023-08-24 10:00AM-12:00PM
2023-08-25 10:00AM-12:00PM
2023-08-30 04:00PM-06:00PM
2023-08-31 10:00AM-12:00PM
2023-09-01 10:00AM-12:00PM
2023-09-06 04:00PM-06:00PM
2023-09-07 10:00AM-12:00PM
2023-09-08 10:00AM-12:00PM
2023-09-13 04:00PM-06:00PM
2023-09-14 10:00AM-12:00PM
2023-09-15 10:00AM-12:00PM
2023-09-20 04:00PM-06:00PM
2023-09-21 10:00AM-12:00PM
2023-09-22 10:00AM-12:00PM
2023-09-27 04:00PM-06:00PM
2023-09-28 10:00AM-12:00PM
2023-09-29 10:00AM-12:00PM
2023-10-04 04:00PM-06:00PM
2023-10-05 10:00AM-12:00PM
2023-10-06 10:00AM-12:00PM","We 05:00PM-07:00PM
Th,Fr 10:00AM-12:00PM","2023-07-14 10:00AM-12:00PM
2023-07-19 04:00PM-06:00PM
2023-07-20 10:00AM-12:00PM
2023-07-21 10:00AM-12:00PM
2023-07-26 04:00PM-06:00PM
2023-07-27 10:00AM-12:00PM
2023-07-28 10:00AM-12:00PM
2023-08-02 04:00PM-06:00PM
2023-08-03 10:00AM-12:00PM
2023-08-04 10:00AM-12:00PM
2023-08-09 04:00PM-06:00PM
2023-08-10 10:00AM-12:00PM
2023-08-11 10:00AM-12:00PM
2023-08-16 04:00PM-06:00PM
2023-08-17 10:00AM-12:00PM
2023-08-18 10:00AM-12:00PM
2023-08-23 04:00PM-06:00PM
2023-08-24 10:00AM-12:00PM
2023-08-25 10:00AM-12:00PM
2023-08-30 04:00PM-06:00PM
2023-08-31 10:00AM-12:00PM
2023-09-01 10:00AM-12:00PM
2023-09-06 04:00PM-06:00PM
2023-09-07 10:00AM-12:00PM
2023-09-08 10:00AM-12:00PM
2023-09-13 04:00PM-06:00PM
2023-09-14 10:00AM-12:00PM
2023-09-15 10:00AM-12:00PM
2023-09-20 04:00PM-06:00PM
2023-09-21 10:00AM-12:00PM
2023-09-22 10:00AM-12:00PM
2023-09-27 04:00PM-06:00PM
2023-09-28 10:00AM-12:00PM
2023-09-29 10:00AM-12:00PM
2023-10-04 04:00PM-06:00PM
2023-10-05 10:00AM-12:00PM
2023-10-06 10:00AM-12:00PM",https://catholiccharitiesny.org/our-agencies/catholic-charities-community-services-bronx-food-hub-food-pantry,yes,10454,40.8179358,-73.9165322,Bronx,NY,81604d1b-23ab-45d5-925b-895d29aeaa60
55,Abrigo del Altisimo,2009 Monterey Ave,"- Text (914) 417-9676 for more information 
- Kosher and Halal available occasionally ",FPC,open,open,,4/20/2023 8:00 PM,4/21/2023,,Tu 12:00PM-02:00PM,Tu 12:00PM-02:00PM,,https://www.homelessshelterdirectory.org/cgi-bin/id/foodbank.cgi?foodbank=3622,no,10457,40.8479421,-73.8946171,Bronx,NY,1811a459-f4c9-4f91-bc48-a78cac559b9e
56,"Volunteers of America, East New York SRO",1381 E New York Ave,- Tenants only,FPC,open,open,,4/20/2023 8:00 PM,4/21/2023,,Fr 09:30AM-10:30PM,Fr 09:30AM-10:30PM,,https://www.voa.org/,no,11212,40.6699945,-73.9164423,Brooklyn,NY,6cd815ca-f1d1-4d12-ac4e-87b506809b74
57,Bronx Temple SDA Church,495 Willis Ave,- food pantry moved to Corps City,FPC,closed,closed,,6/21/2023 8:00 PM,6/22/2023,,"Mo,We 11:00AM-01:00PM","Mo,We 11:00AM-01:00PM
",,https://willisavenueny.adventistchurch.org,unknown,10455,40.8149923,-73.9187996,Bronx,NY,77c4193f-5803-458d-916b-16beb6fb0b5a
58,Emmaus House Inc.,160 W 120th St,"- Temporarily closed until further notice. Organization is in the process of moving locations, but can be reached by email.",FPC,open,open,,2/22/2023 7:00 PM,2/23/2023,,"Mo 10:00AM-12:00PM
""2nd and 4th Mo of the month""","Mo 10:00AM-12:00PM
""2nd and 4th Mo of the month""",,https://www.emmaushouse-harlem.org/,unknown,10027,40.8053062,-73.9500107,New York,NY,532282e1-50ab-4da8-ae48-25e48c0edfb5
59,St. Thomas - Soup Kitchen,1 W 53rd St,- Temporarily closed until further notice. Hoping to reopen soon.,FPC,closed,closed,,4/20/2023 8:00 PM,4/21/2023,,Sa 11:00AM-12:30PM,Sa 11:00AM-12:30PM,,https://www.saintthomaschurch.org,unknown,10019,40.7608618,-73.9764279,New York,NY,a4019dd9-148a-4d45-bb5c-532453cdf4f2
60,United Christian Assembly,2401 Atlantic Ave,- Temporarily closed until further notice.,FPC,closed,closed,,5/1/2023 8:00 PM,5/2/2023,,,,,https://www.facebook.com/ucacny,unknown,11233,40.6763049,-73.9055319,Brooklyn,NY,22d75a41-12b9-4f38-9b3a-592133aae48c
61,Give Them to Eat - Soup Kitchen,800 E 156th St,- Temporarily closed until further notice due to kitchen renovations,FPC,closed,closed,unknown,2/28/2023 7:00 PM,3/1/2023,,Tu 02:00PM-05:00PM,Tu 02:00PM-05:00PM,,https://access.nyc.gov/location/give-them-to-eat/,no,10455,40.8175255,-73.9043377,Bronx,NY,838ae86b-58ef-4526-9d6d-52bae95ba2d3
62,"New York City Family Justice Centers (FJCs), Brooklyn",350 Jay St,"- Temporarily closed until further notice due to COVID-19
- Pantry is for clients who have experienced intimate partner violence only",FPC,closed,closed,unknown,5/18/2023 8:00 PM,5/19/2023,,"mo,tu,we,th,fr 09:00AM-05:00PM","mo,tu,we,th,fr 09:00AM-05:00PM",,https://www1.nyc.gov/nychope/site/page/home,unknown,11201,40.6935265,-73.9876482,Brooklyn,NY,a1c9a4be-9c3e-422d-bcff-8c29dfdadda1
63,Greater Tabernacle Baptist Church,340 Convent Ave,- Temporarily closed until further notice due to COVID-19,FPC,closed,closed,unknown,5/7/2023 8:00 PM,5/8/2023,,"Sa 09:00AM-11:00AM
Sa 11:00AM-01:00PM","Sa 09:00AM-11:00AM
Sa 11:00AM-01:00PM",,http://www.greatertabernaclebc.org/aboutus.html,unknown,10031,40.8242946,-73.9469577,New York,NY,c7224925-9989-493c-a211-a5b3742a8ad6
64,Mount Horeb Baptist Church,109-20 34th Ave,- Temporarily closed until further notice due to COVID-19,FPC,closed,closed,unknown,4/30/2023 8:00 PM,5/1/2023,,Tu 12:00PM-02:00PM,Tu 12:00PM-02:00PM,,http://www.mounthorebbc.com/tp40/Default.asp?ID=220634,unknown,11368,40.7562333,-73.8588585,Queens,NY,5fb38b4e-676b-488d-b361-d476404740cd
65,Islamic Society of Bay Ridge,6807 5th Ave,- Temporarily closed until further notice due to COVID-19,FPC,closed,closed,unknown,2/21/2022 7:00 PM,2/22/2022,,,,,https://www.facebook.com/IslamicSocietyBayRidge/,unknown,11220,40.6337528,-74.0206405,Brooklyn,NY,70eb12d1-2369-4875-9482-5b7f5be2e6fd
66,Gethsemane Soul Saving Station,145-41 228th St,- Temporarily closed until further notice due to COVID-19,FPC,closed,closed,,5/3/2023 8:00 PM,5/4/2023,,Fr 03:00PM-05:00PM,Fr 03:00PM-05:00PM,,http://www.newgethsemane.org,no,11413,40.6608731,-73.7521974,Queens,NY,5a1f8d4f-5444-4e0d-a2a1-1fd13169b434
67,SAGE (Services and Advocacy for LGBT Elders),"305 7th Ave, 15th Floor",- Temporarily closed until further notice due to COVID-19,FPC,closed,closed,,4/20/2023 8:00 PM,4/21/2023,,,,,https://sagenyc.org/nyc/,unknown,10001,40.74665,-73.993354,New York,NY,dc102335-78f1-4fda-a8b3-a45ecd061f5e
68,Good Neighbor Presbyterian Church,115 E 106th St,- Temporarily closed until further notice due to COVID-19,FPC,closed,closed,,4/30/2023 8:00 PM,5/1/2023,,"We 09:00AM-12:00PM
Th 09:30AM-12:00PM","We 09:00AM-12:00PM
Th 09:30AM-12:00PM",,https://www.facebook.com/Iglesia-El-Buen-Vecino-Church-of-the-Good-Neighbor-139129669497566/,unknown,10029,40.7927993,-73.9468429,New York,NY,215fcd6b-ef67-4ef1-9a40-68b323352d1f
69,"Momentum Project, St. Peter's Church",619 Lexington Ave,- Temporarily closed until further notice due to a water main break,FPC,open,open,,4/16/2023 8:00 PM,4/17/2023,,"mo,tu,we,th,fr,sa,su 08:30 AM-08:00 PM","mo,tu,we,th,fr,sa,su 08:30 AM-08:00 PM",,https://www.saintpeters.org/,yes,10022,40.7585654,-73.9703834,New York,NY,668e409f-e764-4514-8b2b-7f6745a1af53
70,Greater Noakhali Society,118 Beverley Rd,"- Temporarily closed until further notice because of flood damage
- Please bring your own bags or cart",FPC,closed,closed,,2/6/2023 7:00 PM,2/7/2023,,,,,,no,11218,40.64287098,-73.97864043,Brooklyn,NY,08ad32c3-c05e-4c74-b588-c71109096f34
71,Our Lady of Victory R.C. Church,583 Throop Ave,- Temporarily closed until further notice,FPC,closed,closed,,4/20/2023 8:00 PM,4/21/2023,,We 12:00PM-02:00PM,We 12:00PM-02:00PM,,,unknown,11216,40.6817101,-73.9402146,Brooklyn,NY,5a79ab53-6748-4219-b0c4-d75a599842dd
72,Crossover Baptist Church Community Outreach Help Center - Food Pantry,85-12 101st Ave,"- Temporarily closed until further notice
- Registration required. Please bring photo ID and proof of number of people in the household.",FPC,closed,closed,,2/6/2023 7:00 PM,2/7/2023,,Fr 10:00AM-12:00PM,,,https://www.facebook.com/Crossover-Baptist-Church-185206401563014/,yes,11416,40.681781,-73.853921,Queens,NY,4c560214-2bf6-439c-b167-cbca77b05a96
73,Rush Temple AME Zion Church,119-48 Sutphin Blvd,- Temporarily closed until further notice,FPC,closed,closed,unknown,3/2/2023 7:00 PM,3/3/2023,,We 12:00PM-01:30PM,We 12:00PM-01:30PM,,http://amez.org/church-search/?search_term=11436,unknown,11434,40.677872,-73.791632,Queens,NY,e6860d64-a086-41d6-b3b2-5c292bc1644c
74,Greater Universal Baptist Church,253 E 153rd St,- Temporarily closed until further notice,FPC,closed,closed,unknown,2/28/2023 7:00 PM,3/1/2023,,,,,http://greateruniversal.org/,unknown,10451,40.8205477,-73.9217969,Bronx,NY,cf3ad864-b67d-4f9f-b888-5365143a52dc
75,Compassion House Community Development Corporation/Cathedral of Joy - Soup Kitchen,43 George St,- Temporarily closed until further notice,FPC,closed,closed,unknown,4/30/2023 8:00 PM,5/1/2023,,"Tu 08:00AM-09:30AM
Sa 09:00AM-10:30AM","Tu 08:00AM-09:30AM
Sa 09:00AM-10:30AM",,https://access.nyc.gov/location/compassion-house-community-development-corporation/,unknown,11206,40.7014365,-73.9317111,Brooklyn,NY,465a3548-1cb5-410e-9c87-a07ddfeedaf0
76,King Emmanuel Missionary Baptist Church,207 Bainbridge St,- Temporarily closed until further notice,FPC,closed,closed,unknown,9/21/2020 8:00 PM,9/22/2020,,"Th 10:30AM-12:00PM
Fr 10:30AM-12:00PM","Th 10:30AM-12:00PM
Fr 10:30AM-12:00PM",,https://access.nyc.gov/location/king-emmanuel-missionary-baptist-church/,unknown,11233,40.6813315,-73.9290987,Brooklyn,NY,bdbb4198-e7a1-4499-8d14-d208c8b23792
77,Mount Paran Community Development Corp.,1665 Broadway,- Temporarily closed until further notice,FPC,closed,closed,unknown,4/21/2021 8:00 PM,4/22/2021,,"Tu,We,Fr 12:00PM-01:00PM
","Tu,We,Fr 12:00PM-01:00PM

",,http://mtparanbaptistchurch.org,unknown,11207,40.6843818,-73.9127922,Brooklyn,NY,6d8950aa-d1f1-4cbc-8845-970f1f2c1822
78,Bethany Baptist Church of Jamaica - Soup Kitchen,157-11 111th Ave,- Temporarily closed until further notice,FPC,unknown,unknown,unknown,3/2/2023 7:00 PM,3/3/2023,,Tu 11:00AM-01:00PM,Tu 11:00AM-01:00PM,,http://bbcjam157.com/,no,11433,40.690409,-73.791682,Queens,NY,69f1c7e6-f71f-4872-802c-2d6111d4794f
79,Faith Mission Christian Fellowship,160 W 129th St,- Temporarily closed until further notice,FPC,closed,closed,unknown,3/7/2023 7:00 PM,3/8/2023,,"mo,tu,we,th 10:00AM-02:00PM","mo,tu,we,th 10:00AM-02:00PM",,https://www.facebook.com/NEWFMCF/,unknown,10027,40.8110934,-73.946056,New York,NY,e7ae5989-251f-455c-8f02-0812f757a4bf
80,The First Mary Magdalene Temple of Faith,202 Albany Ave,- Temporarily closed until further notice,FPC,closed,closed,unknown,5/1/2023 8:00 PM,5/2/2023,,Tu 12:00PM-04:00PM,Tu 12:00PM-04:00PM,,https://www.brooklyncb8.org/resource-listing/first-mary-magdalene-temple-of-faith-church/,unknown,11213,40.6735456,-73.9392542,Brooklyn,NY,2276dbd5-1843-4fb6-ae19-8409cb08c62a
81,Bikur Cholim of Staten Island,46 Birchland Ave,- Temporarily closed until further notice,FPC,closed,closed,unknown,3/8/2023 7:00 PM,3/9/2023,,"Mo 08:00PM-09:00PM
We 10:30AM-11:30AM","Mo 08:00PM-09:00PM
We 10:30AM-11:30AM",,https://www.guidestar.org/profile/13-3267313,unknown,10314,40.6028713,-74.1354195,Staten Island,NY,51e0fb63-59bb-4364-83c3-cede7c2c346a
82,"Greater Refuge Ministries, Inc",291 Hendrix St,- Temporarily closed until further notice,FPC,closed,closed,unknown,10/18/2021 8:00 PM,10/19/2021,,,,,"https://www.facebook.com/pages/category/Religious-Organization/Greater-Refuge-Ministries-343643225695205/, http://www.brooklynchurches.org/directory/congregations/DQC1892.htm?fbclid=IwAR0JViFkED8kypsmhUu102fp4TTODU5JDvvLqMxXMHenOLNkGLccOxizodc",unknown,11207,40.6749435,-73.8896963,Brooklyn,NY,ad85c51d-5dd7-4edb-a0eb-21835ba47110
83,Liberation & Healing Pentecostal Church,214 E 111th St,- Temporarily closed until further notice,FPC,closed,closed,unknown,4/30/2023 8:00 PM,5/1/2023,,"su,mo,tu,we,th,fr,sa 09:00PM-09:10PM","su,mo,tu,we,th,fr,sa 09:00PM-09:10PM
",,https://www.foodpantries.org/li/liberation_healing_pentecostal_church_10029,unknown,10035,40.7943489,-73.9417455,New York,NY,800bbf49-2e03-4c42-b531-ff2792f8fbbe
84,Bronx SDA Church,1695 Washington Ave,- Temporarily closed until further notice,Plentiful,open,closed,open,7/13/2023 1:00 AM,4/21/2023,7/13/2023 1:00 AM,"2023-07-20 02:00PM-05:00PM
2023-07-27 02:00PM-05:00PM",Th 07:00AM-01:00PM,"2023-07-20 02:00PM-05:00PM
2023-07-27 02:00PM-05:00PM",https://www.bxsdachurch.org,unknown,10457,40.8422807,-73.9012143,Bronx,NY,9fd87182-3e4d-412e-bd7d-c30b618a4c2d
85,True Baptist - True Gospel Tabernacle,1 W Tremont Ave,- Temporarily closed until further notice,FPC,closed,closed,,2/23/2023 7:00 PM,2/24/2023,,Th 10:30AM-12:30PM,Th 10:30AM-12:30PM,,https://www.foodpantries.org/li/true_gospel_tabernacle_church_10453,yes,10453,40.8520552,-73.9094324,Bronx,NY,d44d2589-6ba1-40fd-9b9e-268c68a5ecf8
86,Jewish Community Council (JCC) of Canarsie 1,1170 Pennsylvania Ave,- Temporarily closed until further notice,FPC,closed,closed,,4/30/2023 8:00 PM,5/1/2023,,"mo,tu,we,th 10:00AM-02:00PM","mo,tu,we,th 10:00AM-02:00PM",,http://www.canarsiejcc.org,no,11239,40.651503,-73.8856834,Brooklyn,NY,af7117a9-1e20-4b7c-9b67-0ca0a5032a36
87,Bible Faith Tabernacle,1368 St Johns Pl,- Temporarily closed until further notice,FPC,closed,closed,,5/1/2023 8:00 PM,5/2/2023,,"We,Th 12:00PM-03:00PM","We,Th 12:00PM-03:00PM
",,http://biblefaithtabernacle.org/,unknown,11213,40.6704267,-73.93302,Brooklyn,NY,093e0c65-c028-4ce2-ab0f-e992cc5a3eac
88,Astor Child Guidance Center,750 Tilden St,- Temporarily closed until further notice,FPC,closed,closed,,4/26/2023 8:00 PM,4/27/2023,,Th 02:00PM-02:30PM,Th 02:00PM-02:30PM,,https://www.astorservices.org/programs/community/bronx-community-based-programs/,unknown,10467,40.8766745,-73.862719,Bronx,NY,5f5ad940-7730-488b-859d-abfcc9138a4d
89,Entrada Academy,977 Fox St,- Temporarily closed until further notice,FPC,closed,closed,,5/7/2023 8:00 PM,5/8/2023,,"mo,tu,we,th,fr 08:00AM-04:00PM",,,https://insideschools.org/school/12X384,unknown,10459,40.8220835,-73.8940382,Bronx,NY,4eba9f04-2efb-4f67-b857-706b8037cace
90,Staten Island Services,11 Sampson Ave,- Temporarily closed until further notice,FPC,closed,closed,,8/9/2021 8:00 PM,8/10/2021,,,,,https://hitesite.org/resource/6206,unknown,10308,40.5524141,-74.1495387,Staten Island,NY,164513a7-b26d-461d-b4a0-5437b667675b
